id,new_title,new_slug,new_category,old_hero_image_url
3ccd76f9-270b-4d9f-8337-94af353dda6c,Financial Stress and Mental Health: Breaking the Worry Cycle,financial-stress-and-mental-health-breaking-the-worry-cycle,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-037.jpeg
3d1cff4c-968f-4dde-917e-03a584a1d0d3,Facing a Terminal Diagnosis: Psychology of Meaning at End of Life,facing-a-terminal-diagnosis-psychology-of-meaning-at-end-of-life,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-041.jpeg
3d204b88-62ca-4339-bdd4-2bdba68c2e73,"LGBTQ+ Men, Minority Stress, and Mental Health Disparities",lgbtq-plus-men-minority-stress-and-mental-health-disparities,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-034.jpeg
3d25174b-88f7-47fd-ab91-ba9d641c36d7,Mental Health Barriers in South Asian Communities,mental-health-barriers-in-south-asian-communities,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-008.jpeg
3d3a71f4-e166-4199-8439-ed02aacca551,Managing Travel Anxiety When Living With Chronic Illness,managing-travel-anxiety-when-living-with-chronic-illness,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-061.jpeg
3d3ac175-da63-4eba-9791-3e04d850006e,How Stress Impairs Memory and Thinking Under Pressure,how-stress-impairs-memory-and-thinking-under-pressure,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-035.jpeg
3d753eac-8e15-4c23-b266-e877cf73ee2f,Cognitive Behavioral Therapy: The Most Studied Psychotherapy Explained,cognitive-behavioral-therapy-the-most-studied-psychotherapy-explained,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-001.jpeg
3d7e88be-7e89-4133-b918-a8ce0a770ffd,How Growing Up With an Addicted Parent Shapes Adult Mental Health,how-growing-up-with-an-addicted-parent-shapes-adult-mental-health,Substance Use & Addiction,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-015.jpeg
3dac7d34-3010-4e2c-af51-298128d9deda,Supporting the Mental Health of Children With Chronic Illness,supporting-the-mental-health-of-children-with-chronic-illness,Children & Adolescents,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-057.jpeg
3dcc28b3-31a5-4d5e-af47-58bcce16f99e,Cyclothymic Disorder: Chronic Mood Swings Below the Bipolar Threshold,cyclothymic-disorder-chronic-mood-swings-below-the-bipolar-threshold,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-015.jpeg
3dd01f71-c471-4a5a-b979-c8476c56884f,Building Social Confidence Through Connection-Focused Skills,building-social-confidence-through-connection-focused-skills,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-058.jpeg
3dd52746-24b4-4cdd-85eb-de770b80ccb9,Global Mental Health Policy and the WHO Treatment Gap,global-mental-health-policy-and-the-who-treatment-gap,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-049.jpeg
3edd261f-8c35-4dda-b052-a4657a94e412,Why Willpower Fails and Reducing Friction Works Instead,why-willpower-fails-and-reducing-friction-works-instead,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-008.jpeg
3f16af0f-f81f-4d81-8fe4-e3d7b6fb471c,Emotional Numbness After Trauma: Why Feelings Shut Down,emotional-numbness-after-trauma-why-feelings-shut-down,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-015.jpeg
3f44e47a-8f48-440e-b50d-c52b081c5513,How Boys Are Taught to Suppress Emotions and the Lifelong Toll,how-boys-are-taught-to-suppress-emotions-and-the-lifelong-toll,Children & Adolescents,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-015.jpeg
3fe9b680-8d5e-4a24-92fa-4c3c5925b2b8,What Burnout Is: The Three Dimensions of Chronic Exhaustion,what-burnout-is-the-three-dimensions-of-chronic-exhaustion,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-041.jpeg
4069e2c2-3e83-4277-9241-c5a22a59151d,Interoception and Anxiety: When Body Awareness Helps or Hurts,interoception-and-anxiety-when-body-awareness-helps-or-hurts,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-018.jpeg
406b8516-301b-4b11-9023-de8e2cffe5a0,Specific Phobias: When Fear Becomes Disproportionate and Disabling,specific-phobias-when-fear-becomes-disproportionate-and-disabling,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-004.jpeg
40776fac-2161-4023-934d-e8730a8481ab,Rebuilding Identity After a Long-Term Relationship Ends,rebuilding-identity-after-a-long-term-relationship-ends,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-076.jpeg
40f4eec3-f85e-43cc-a73e-2ea81af0a83c,Coping with Guilt After Placing a Loved One in a Care Facility,coping-with-guilt-after-placing-a-loved-one-in-a-care-facility,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-067.jpeg
41517e8e-cb13-48c7-8cad-ea0711bcba41,How Depression and Chronic Illness Interact in Older Adults,how-depression-and-chronic-illness-interact-in-older-adults,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-018.jpeg
41c05ea6-31d2-4823-b70a-a8b4f8316a42,The Confidence Gap: Acting Despite Self-Doubt,the-confidence-gap-acting-despite-self-doubt,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-051.jpeg
41ffe446-e9c6-4b7d-92bd-9a94bcb605b3,What Birth Order Actually Does to Personality,what-birth-order-actually-does-to-personality,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-007.jpeg
4255b9f7-e6ff-40d1-bee9-e947354d51bc,"War, Displacement, and the Psychological Toll on Refugee Families",war-displacement-and-the-psychological-toll-on-refugee-families,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-035.jpeg
4263de7f-b061-4027-b969-956a49e52eee,Medication Management for Depression and Anxiety in Older Adults,medication-management-for-depression-and-anxiety-in-older-adults,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-016.jpeg
42fb9f25-2aab-4d63-b4f5-36363ac64f18,Anger Management for Men: Understanding and Breaking the Rage Cycle,anger-management-for-men-understanding-and-breaking-the-rage-cycle,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-028.jpeg
42fe723a-aec4-42f3-8abe-163ece656d00,The Surgeon General's Loneliness Advisory: What It Says and Why It Matters,surgeon-generals-loneliness-advisory-what-it-says-and-why-it-matters,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-004.jpeg
4340f1bd-e47b-4ef4-8784-b368152945e6,Why Couples Should Practice Regular Relationship Check-Ins,why-couples-should-practice-regular-relationship-check-ins,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-048.jpeg
43d4b600-a134-4dd1-8ac8-0ade50064dab,Substance Use and Addiction in Older Adults: An Overlooked Crisis,substance-use-and-addiction-in-older-adults-an-overlooked-crisis,Substance Use & Addiction,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-008.jpeg
43daa68c-ba85-4de7-828f-a139952f2e72,Boundaries vs Walls: Protecting Yourself Without Shutting People Out,boundaries-vs-walls-protecting-yourself-without-shutting-people-out,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-018.jpeg
44148ae6-d0c4-4230-817d-19541e692180,What to Do When a Loved One Refuses Mental Health Treatment,what-to-do-when-a-loved-one-refuses-mental-health-treatment,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-047.jpeg
4416fb05-5d89-491c-b74c-2f6026a87093,What Actually Happens in a First Therapy Session,what-actually-happens-in-a-first-therapy-session,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-022.jpeg
443aac80-3241-4c1a-9b97-ef72a032c176,Mental Health Stigma: What It Is and How to Fight It,mental-health-stigma-what-it-is-and-how-to-fight-it,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-011.jpeg
448fb0a6-4b1e-4564-bb5c-234a8c1eb79b,Acute Stress Disorder: Early Trauma Response and Prevention,acute-stress-disorder-early-trauma-response-and-prevention,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-023.jpeg
44ab1ca1-f8e3-455c-87b7-1d7a2e7ace60,Understanding Panic Disorder and Recurrent Panic Attacks,understanding-panic-disorder-and-recurrent-panic-attacks,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-003.jpeg
44d727fb-89d0-486d-b5cf-8f1c8c97eb4f,Clinical Health Psychology: How It Helps Medical Patients,clinical-health-psychology-how-it-helps-medical-patients,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-055.jpeg
452b449f-37d4-41bb-bd37-ff8b9dba8558,Complex Trauma vs Single-Incident Trauma: Why the Distinction Matters,complex-trauma-vs-single-incident-trauma-why-the-distinction-matters,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-009.jpeg
45757109-d4d5-483a-b828-5d48b201ff55,Why Friendships Get Harder in Your 20s and 30s,why-friendships-get-harder-in-your-20s-and-30s,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-013.jpeg
4599a118-7ac5-40cd-bf06-63c42fc96252,How Social Media Amplifies Social Anxiety and Fear of Judgment,how-social-media-amplifies-social-anxiety-and-fear-of-judgment,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-025.jpeg
45bf9b43-99d6-4edc-9306-4c0d881589b8,The Inner Child: Understanding and Healing Past Emotional Wounds,the-inner-child-understanding-and-healing-past-emotional-wounds,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-019.jpeg
463553b8-2a8e-482f-b2a5-39eecd08c2f4,Indigenous Mental Health: Healing Traditions and Historical Trauma,indigenous-mental-health-healing-traditions-and-historical-trauma,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-009.jpeg
46642e86-697d-43c8-abf8-2b9fc687972c,Dunning-Kruger Effect vs Imposter Syndrome: Opposite Failures of Self-Assessment,dunning-kruger-effect-vs-imposter-syndrome-opposite-failures-of-self-assessment,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-029.jpeg
46c83531-2fdd-4673-9479-b32fedd5b14e,Intermittent Explosive Disorder: Understanding Disproportionate Anger Outbursts,intermittent-explosive-disorder-understanding-disproportionate-anger-outbursts,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-036.jpeg
47077218-c396-4715-af36-5e3d867c2b97,Claustrophobia: Understanding the Fear of Enclosed Spaces,claustrophobia-understanding-the-fear-of-enclosed-spaces,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-056.jpeg
4780e93c-6936-47fd-afcc-d936477fc542,Only Children: What Research Actually Says About Stereotypes,only-children-what-research-says-about-stereotypes,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-075.jpeg
47c7529f-9d6c-475a-8e36-6880592be0d1,Therapy vs Medication for Depression: What Research Shows,therapy-vs-medication-for-depression-what-research-shows,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-063.jpeg
47e9e229-cc7b-4619-aa1f-ab728c861d9d,How Chronic Illness Disrupts Identity and Sense of Self,how-chronic-illness-disrupts-identity-and-sense-of-self,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-002.jpeg
47fdfae8-282b-42f9-9a8c-fc4d20380125,The Psychological Toll of Custody Battles on Fathers,psychological-toll-of-custody-battles-on-fathers,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-014.jpeg
48420b0a-038a-42df-8360-77df01e7c71d,Male Stoicism and Physical Health: Why Ignoring Pain Is Dangerous,male-stoicism-and-physical-health-why-ignoring-pain-is-dangerous,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-025.jpeg
484b1f21-533c-4f6f-95dd-a81749c985c6,Antipsychotic Medications: What They Treat and How They Work,antipsychotic-medications-what-they-treat-and-how-they-work,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-015.jpeg
487919df-8b5c-4cc0-899d-c29aeff3614c,Anniversary Reactions: When Dates Trigger Waves of Grief,anniversary-reactions-when-dates-trigger-waves-of-grief,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-047.jpeg
487f0b6e-091c-4546-b873-4275d9b8cc33,Anxious Attachment: How Fear of Abandonment Shapes Relationships,anxious-attachment-how-fear-of-abandonment-shapes-relationships,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-072.jpeg
48902c52-1099-48e0-9bf9-6736f7652256,How to Build a Movement Routine When Exercise Feels Awful,how-to-build-a-movement-routine-when-exercise-feels-awful,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-023.jpeg
490ad6b0-8691-4bdd-8f69-7005441fa9bc,Why Depression in Men Is Mistaken for Laziness,why-depression-in-men-is-mistaken-for-laziness,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-044.jpeg
499eac14-bbdd-471e-ab39-bfbfd6f90f33,Depression in LGBTQ+ Communities and the Minority Stress Model,depression-in-lgbtq-communities-and-the-minority-stress-model,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-056.jpeg
49a4c0aa-bea2-4193-b869-04fa71b89ff3,The Fawn Trauma Response: When Appeasement Becomes Survival,the-fawn-trauma-response-when-appeasement-becomes-survival,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-066.jpeg
4a0ceeff-aeca-465f-944f-d614147f05a1,Practicing Self-Compassion When Chronic Illness Limits What Is Possible,practicing-self-compassion-when-chronic-illness-limits-what-is-possible,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-048.jpeg
4a0d38a0-88f7-42b8-9644-96c86a04c0e5,Racial Microaggressions and Their Cumulative Toll on Mental Health,racial-microaggressions-and-their-cumulative-toll-on-mental-health,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-023.jpeg
4a4de482-4063-460e-a991-e066626f5c02,The Psychological Contract: Unwritten Workplace Expectations That Shape Well-Being,psychological-contract-unwritten-workplace-expectations,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-002.jpeg
4ad8edaf-3f0e-4654-8ea6-4f968c5dc760,How Misinformation Harms Mental Health in the Digital Age,how-misinformation-harms-mental-health-in-the-digital-age,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-035.jpeg
4b0163f6-9df7-49e3-a3a0-fbb043df3d6a,ICU Delirium and Post-ICU PTSD: The Hidden Epidemic,icu-delirium-and-post-icu-ptsd-the-hidden-epidemic,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-036.jpeg
4b58254a-1294-4425-9bdf-2fedd4d201a5,Acceptance and Commitment Therapy for Chronic Pain,acceptance-and-commitment-therapy-for-chronic-pain,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-014.jpeg
4b62a35a-4e90-4fd2-ab39-cb86588d74c7,"Complex PTSD: History, Diagnosis, and Why the DSM Lags Behind",complex-ptsd-history-diagnosis-and-why-the-dsm-lags-behind,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-012.jpeg
4baae56b-dff9-4e39-93a0-03f6692e79fd,Behavioral Activation: An Evidence-Based Strategy for Depression,behavioral-activation-evidence-based-strategy-for-depression,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-031.jpeg
4bf4ca55-11c2-4766-9ff1-3d745151bb3b,The Inner Critic in Social Anxiety: Why Worst-Case Thinking Persists,the-inner-critic-in-social-anxiety-why-worst-case-thinking-persists,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-022.jpeg
4c261780-31c0-41b8-b360-bfee3334d713,"The Self-Esteem Spectrum: Fragile, Contingent, and Stable",the-self-esteem-spectrum-fragile-contingent-and-stable,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-004.jpeg
4ce0fde6-1d01-494a-a3cd-312714670b69,Supporting a Partner With PTSD: What Helps and What Backfires,supporting-a-partner-with-ptsd-what-helps-and-what-backfires,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-045.jpeg
4cee20c0-b440-43ba-9fe7-41adb2e56039,Heart Disease and Anxiety: Understanding the Cardiac Mental Health Connection,heart-disease-and-anxiety-the-cardiac-mental-health-connection,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-025.jpeg
4d4a670b-81f6-44b0-b60f-5f93a0c6dbe5,Evidence-Based Strategies for Healing After a Breakup,evidence-based-strategies-for-healing-after-a-breakup,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-073.jpeg
4d4c1e0f-1e32-4cb1-86e8-ca8717462318,Avoidant Attachment and Why Closeness Feels Threatening,avoidant-attachment-and-why-closeness-feels-threatening,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-003.jpeg
4da0d947-3941-4c7e-875f-9580b6a3f2b5,"Managing Workplace Anxiety Across Meetings, Emails, and Deadlines",managing-workplace-anxiety-across-meetings-emails-and-deadlines,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-073.jpeg
4dba5b73-90d1-4c28-8725-634d906a49c5,How Celebrity Mental Health Disclosure Shapes Public Attitudes,how-celebrity-mental-health-disclosure-shapes-public-attitudes,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-019.jpeg
4dc5c26e-da64-46f9-9b61-abecd21403c0,Cultural Expectations Around Elder Care and Family Caregiving,cultural-expectations-around-elder-care-and-family-caregiving,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-027.jpeg
4e741673-201f-403a-88f4-82cfa4bf4817,Grief and Cumulative Loss in Older Adults,grief-and-cumulative-loss-in-older-adults,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-046.jpeg
4e7a4872-eef5-4550-ba7e-cb86fd390e23,Catfishing and Online Identity Deception,catfishing-and-online-identity-deception,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-029.jpeg
4e92afda-b048-48eb-a0cc-f078a3cdfa50,"The Three Types of Empathy: Cognitive, Affective, and Compassionate",the-three-types-of-empathy-cognitive-affective-and-compassionate,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT01-036.jpeg
4ef12d9b-004e-48f8-89e2-2786955141fc,The Observer Self: Watching Emotions Without Being Consumed,the-observer-self-watching-emotions-without-being-consumed,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT01-025.jpeg
4f0b1c06-1082-479c-a7e5-793db945f237,Imposter Syndrome in Marginalized Groups and Systemic Barriers,imposter-syndrome-in-marginalized-groups-and-systemic-barriers,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-026.jpeg
4f29c3e7-050d-4f3c-8aa2-78dc8cc58fb4,The Action Stage: Navigating the First 90 Days of Behavior Change,the-action-stage-navigating-the-first-90-days-of-behavior-change,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-055.jpeg
4f385b5c-30c0-4e35-9679-0b6817b9d6c7,Academic Perfectionism: When High Standards Harm Mental Health,academic-perfectionism-when-high-standards-harm-mental-health,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-069.jpeg
4f66ef5b-7682-4c2c-8418-38c11211efb4,The Financial Stress of Eldercare and Its Mental Health Impact,the-financial-stress-of-eldercare-and-its-mental-health-impact,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-068.jpeg
4f869e74-dd31-4fe0-a2ec-2322befcb2f2,Why Gentle Exercise Helps Manage Chronic Pain,why-gentle-exercise-helps-manage-chronic-pain,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-022.jpeg
4f8e4061-3a0b-44cc-9392-c404ac79de78,Grief After Caregiving: Transitioning From Caregiver to Bereaved,grief-after-caregiving-transitioning-from-caregiver-to-bereaved,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-029.jpeg
50177740-6cab-49cd-8c73-ef0a01ced2e3,Normal Aging vs. Mental Illness: How to Tell the Difference,normal-aging-vs-mental-illness-how-to-tell-the-difference,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-002.jpeg
5043d7a1-a973-4297-9fd1-7e4e43c9e87c,How Body Image Affects Mental Health and Self-Worth,how-body-image-affects-mental-health-and-self-worth,Eating & Body,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-031.jpeg
5050ae14-4bf0-44f4-846c-bb5d72290e83,When Friendship Ends: Processing the Loss of a Close Connection,when-friendship-ends-processing-the-loss-of-a-close-connection,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-077.jpeg
50c8c4fa-15ef-49b1-a7da-622adc91895d,Depression in Chronic Illness: Understanding the Connection,depression-in-chronic-illness-understanding-the-connection,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-058.jpeg
50de0cb8-80ad-4f97-bf7b-74f3911630f1,Shared Custody and Attachment Needs in Young Children,shared-custody-and-attachment-needs-in-young-children,Children & Adolescents,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-048.jpeg
50f44814-61d6-46cb-b6a1-ba96016b66a5,Anti-Anxiety Medications: What to Know About Benzodiazepines,anti-anxiety-medications-what-to-know-about-benzodiazepines,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-013.jpeg
5102ec41-495e-4884-a802-160a7515495d,Dopamine Detox: What the Science Actually Says,dopamine-detox-what-the-science-actually-says,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-017.jpeg
5134fbc2-daee-41ba-a447-5aa81af82890,Why Consistency Beats Intensity for Long-Term Behavior Change,why-consistency-beats-intensity-for-long-term-behavior-change,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-045.jpeg
51dcc36a-eb5f-4ba1-840d-e637d3e02996,Five Types of Imposter Syndrome and How to Recognize Them,five-types-of-imposter-syndrome-and-how-to-recognize-them,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-022.jpeg
51dcc3fb-bdf1-4b60-8581-5f80bb02d7b3,What Perfectionism Really Is: High Standards vs. Self-Punishment,what-perfectionism-really-is-high-standards-vs-self-punishment,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-061.jpeg
51feee07-66d7-40fa-846f-62ceab35ea86,Nonviolent Communication: Expressing Needs Without Blame,nonviolent-communication-expressing-needs-without-blame,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-022.jpeg
521ab7ff-2a70-48cc-a730-5ea166c5b1e5,Identity-Based Habits and Lasting Behavior Change,identity-based-habits-and-lasting-behavior-change,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-061.jpeg
5253e777-8714-4ed2-b244-09263f8f015e,Culture-Bound Syndromes and How Culture Shapes Mental Distress,culture-bound-syndromes-how-culture-shapes-mental-distress,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-002.jpeg
52739cbc-9eaf-4e71-9b6d-d1a72f8d553f,Revenge Bedtime Procrastination and Sleep Loss,revenge-bedtime-procrastination-and-sleep-loss,Sleep & Circadian Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-037.jpeg
