table,id,slug,title,category,status,image_field,url,bucket,reason
articles,d7cd49d8-d64c-447e-8bad-0f2ca8c3f224,psychosis-vs-dissociation-understanding-two-different-experiences,Psychosis vs. Dissociation: Understanding Two Different Experiences,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-007.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,cb90006a-6576-48a9-94b6-af8838f3b38a,psychosocial-interventions-family-therapy-social-skills-and-beyond,"Psychosocial Interventions: Family Therapy, Social Skills, and Beyond","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-055.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,35c163eb-a189-4878-8e46-4c6c72e58fc3,recovery-oriented-care-beyond-symptom-reduction,Recovery-Oriented Care: Beyond Symptom Reduction,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-053.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3b3639bb-0c74-459c-8ad5-37511ca03535,schizoaffective-disorder-when-psychosis-and-mood-disorders-overlap,Schizoaffective Disorder: When Psychosis and Mood Disorders Overlap,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-013.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,f2d07c1c-abd1-4d8f-8708-7e06a8e6942d,schizophrenia-across-cultures-societies-understand-psychotic-experience,Schizophrenia Across Cultures: How Different Societies Understand Psychotic Experience,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-018.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,51bb73b6-5a45-4c0d-8b46-ebe6613fd368,schizophrenia-explained-what-science-actually-knows,Schizophrenia Explained: What Science Actually Knows,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-011.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,5855187f-47c4-4b20-bfbd-8b80cf699e6a,schizophreniform-disorder-short-duration-psychotic-conditions,Schizophreniform Disorder: Short-Duration Psychotic Conditions,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-014.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,cbce07c5-3deb-43f3-876b-74f63399ed03,sleep-disturbances-and-circadian-rhythm-in-schizophrenia-beyond-insomnia,Sleep Disturbances and Circadian Rhythm in Schizophrenia: Beyond Insomnia,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-062.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,96d43d6c-dd6b-4a22-b715-032d13e83222,stigma-and-psychosis-how-prejudice-harms-and-what-you-can-do,Stigma and Psychosis: How Prejudice Harms and What You Can Do,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-036.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6ba93088-a168-439b-bef2-e05ca4cb2042,substance-induced-psychotic-disorder-when-drugs-trigger-psychosis,Substance-Induced Psychotic Disorder: When Drugs Trigger Psychosis,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-043.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,5faf4b03-a068-4e95-b207-2e57cda50c2a,supported-employment-vocational-rehabilitation-psychosis,Supported Employment and Vocational Rehabilitation for People With Psychosis,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-028.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,94874834-657d-4019-b83b-af7799e4d180,technology-assisted-monitoring-and-intervention-in-psychosis-digital-mental-health,Technology-Assisted Monitoring and Intervention in Psychosis: Digital Mental Health,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-064.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,5575c95d-8b8b-40e4-82f7-7ee6c877d167,the-future-of-psychosis-research-from-precision-medicine-to-prevention,The Future of Psychosis Research: From Precision Medicine to Prevention,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-060.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3d3151ae-562b-45a4-8a92-240c3035c522,trauma-adversity-and-psychosis-healing-the-wounds-that-fuel-symptoms,"Trauma, Adversity, and Psychosis: Healing the Wounds That Fuel Symptoms","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-057.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,5e6c20da-8740-4f63-8c6d-3e4aaaeda6d1,what-psychosis-really-is-separating-medical-reality-from-media-myths,What Psychosis Really Is: Separating Medical Reality From Media Myths,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-001.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,8852f2a9-752a-44f6-9dcb-d2b8938be9b6,when-someone-refuses-treatment-psychosis-what-families-can-do,When Someone Refuses Treatment for Psychosis: What Families Can Do,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-033.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,e3ce6d7c-76c0-40ff-98dd-b9df5f18ab85,abortion-and-mental-health-emotional-responses-and-recovery,Abortion and Mental Health: Emotional Responses and Recovery,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-006.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,4deb6c81-2979-4d83-8070-f2038ad44e06,aging-mental-health-older-women,Aging and Mental Health in Women: Beyond Menopause,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-065.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6a89524a-92ce-4b62-8dc8-d6e37cf133e7,anorexia-nervosa-women-beyond-stereotypes,Anorexia Nervosa in Women: Beyond the Stereotypes,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-041.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c6b67535-1ba1-4cda-a990-f2b67470bcd8,anxiety-disorders-women-prevalence-types,"Anxiety Disorders in Women: Prevalence, Types, and Unique Presentations",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-053.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,52fbfed5-3d27-4b8d-9025-011ebc00a8e7,arfid-orthorexia-emerging-eating-disorders,ARFID and Orthorexia: Emerging Eating Disorders,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-044.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,92125915-d07a-4458-9f91-3a4938ac0fe0,athletes-eating-disorders-unique-vulnerabilities,Athletes and Eating Disorders: Unique Vulnerabilities,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-047.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,981eb11a-9f3e-4eab-88bb-4dd9f366c68d,beauty-standards-body-image-mental-health,"Beauty Standards, Body Image, and Mental Health in Women",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-061.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9eae35ac-0fbd-4603-bdc1-4c31d4f18a26,binge-eating-disorder-most-common,Binge Eating Disorder: The Most Common Eating Disorder,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-043.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,1801f063-b04f-413f-8438-0453d2f71d6c,biology-womens-depression-hormones-neurotransmitters,"The Biology of Women's Depression: Hormones, Neurotransmitters, and Brain Chemistry",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-052.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c0900f01-5849-4be6-804d-91d4781fa73a,birth-trauma-and-ptsd-healing-after-difficult-births,Birth Trauma and PTSD: Healing After Difficult Births,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-014.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,a745c303-d7a6-42e3-8333-e867dc9cdb29,body-based-trauma-healing-somatic-approaches,Body-Based Trauma Healing for Women: Somatic Approaches,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-037.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,296aebe8-eb8d-4eef-a2ab-cf2de54f36db,body-image-and-reproductive-health-pregnancy-weight-and-self-worth,"Body Image and Reproductive Health: Pregnancy, Weight, and Self-Worth",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-010.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,ec90da25-759f-4b7c-bd81-2f9b86a02209,body-image-eating-disorders-women,Body Image and Eating Disorders in Women,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-046.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,ada08c20-f438-4930-8fd8-441466b693d1,brain-fog-and-cognitive-changes-in-menopause-memory-and-focus,Brain Fog and Cognitive Changes in Menopause: Memory and Focus,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-024.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,be6d5f95-8a68-43db-b01e-fa9453bf4547,bulimia-nervosa-cycle-binging-purging,Bulimia Nervosa: The Cycle of Binging and Purging,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-042.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3acbef31-04b2-4c67-9a63-ca5c7bb765b4,childlessness-mental-health-women,Childlessness and Mental Health: Voluntary and Involuntary,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-064.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,5d10c614-c447-4272-a9cc-ddc4345aac2f,collective-trauma-systemic-violence-womens-mental-health,Collective Trauma: Systemic Violence and Women's Mental Health,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-039.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6ec9757d-7b99-461a-b718-f860e4f283ef,comorbid-depression-anxiety-women,When Depression and Anxiety Co-occur: Understanding Comorbidity,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-059.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,dcdd7cb4-a506-48d5-8690-caa74af1c84f,diet-culture-eating-disorders-women,Diet Culture and Eating Disorders in Women,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-045.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c3ed38c3-eb2c-4576-9759-67ee66eefeb0,eating-disorders-midlife-beyond,Eating Disorders in Midlife and Beyond,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-048.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,d2d5a34f-0931-497f-969f-cb55f76c3d6b,endometriosis-and-mental-health-chronic-pain-and-psychological-impact,Endometriosis and Mental Health: Chronic Pain and Psychological Impact,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-008.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c0f14731-477b-4409-b736-4a79b16b1fd3,family-partner-support-eating-disorder-recovery,Family and Partner Support in Eating Disorder Recovery,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-049.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,1ef0d8cd-758e-4883-9961-f6386fe647a8,fertility-struggles-and-mental-health-coping-with-infertility,Fertility Struggles and Mental Health: Coping with Infertility,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-001.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,eb0038af-b83a-4165-a7ce-61852bfcbb88,gender-based-violence-and-mental-health-understanding-the-impact,Gender-Based Violence and Mental Health: Understanding the Impact,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-031.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9d7effff-04eb-4cc6-831c-e77bf2608790,gender-differences-depression-women,Gender Differences in Depression: Why Women Experience Higher Rates,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-051.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,01ab693e-7358-4e98-82c8-8f919fc3ea54,hormonal-contraception-and-mental-health-birth-control-mood-effects,Hormonal Contraception and Mental Health: Birth Control's Mood Effects,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-004.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,28c89d4f-29b7-4a22-aaa9-84d07cf5c810,hormone-therapy-and-mental-health-benefits-risks-and-decisions,"Hormone Therapy and Mental Health: Benefits, Risks, and Decisions",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-026.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,63fe2ffe-ac8b-4c8b-9e55-1357b6b49a78,intersectionality-women-mental-health,"Intersectionality and Women's Mental Health: Race, Class, Identity",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-066.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,ab2ba54b-1856-41e7-8220-ec9d50fc5385,ivf-and-fertility-treatment-psychological-impact-and-coping,IVF and Fertility Treatment: Psychological Impact and Coping Strategies,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-005.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,ca62ab35-ca5e-414b-bdc0-9f4ec5cc50f9,managing-menopause-with-pre-existing-mental-health-conditions,Managing Menopause with Pre-Existing Mental Health Conditions,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-029.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,e213f04d-56d7-4a39-92e7-b6ff331bb18a,medication-pregnancy-breastfeeding,Mental Health Medication During Pregnancy and Breastfeeding,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-056.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,cf0f5a80-3c4e-4410-ae49-ab40e6c867e1,menopause-and-anxiety-managing-increased-worry-and-panic,Menopause and Anxiety: Managing Increased Worry and Panic,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-027.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,502fc4eb-77e9-40d8-a0f4-345d1841ba20,menopause-and-depression-hormonal-shifts-and-mood-disorders,Menopause and Depression: Hormonal Shifts and Mood Disorders,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-022.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,aceff874-e80e-430f-a7ba-76c6f4062fba,motherhood-mental-health-identity,"Motherhood, Identity, and Mental Health: Navigating the Transition",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-062.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,19db03ae-dbc8-4642-b076-0cfc4decc64b,partner-perinatal-mental-health-supporting-non-birthing-parents,Partner Perinatal Mental Health: Supporting Non-Birthing Parents,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-020.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,58b7cc16-2e9a-4f7d-ac04-01f7acfe6178,pcos-and-mental-health-beyond-physical-symptoms,PCOS and Mental Health: Beyond Physical Symptoms,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-007.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,65421812-375e-4cc8-8b6c-3e0c128b55dd,perimenopause-and-mental-health-understanding-the-transition,Perimenopause and Mental Health: Understanding the Transition,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-021.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,afdeb344-8980-4977-a967-9ca28eea037b,perinatal-anxiety-when-worry-becomes-overwhelming,Perinatal Anxiety: When Worry Becomes Overwhelming,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-013.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,b8e4c948-e0db-4a7d-91e7-bd49e54e51f6,perinatal-depression-understanding-depression-during-pregnancy,Perinatal Depression: Understanding Depression During Pregnancy,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-011.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,a0e1bdc7-7f97-46eb-b878-63004a489491,perinatal-ocd-intrusive-thoughts-and-compulsive-safety-behaviors,Perinatal OCD: Intrusive Thoughts and Compulsive Safety Behaviors,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-017.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,037c4ada-3e6c-422f-8002-bb81bb431d16,post-traumatic-growth-finding-meaning-after-trauma,Post-Traumatic Growth: Finding Meaning After Trauma,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-040.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6e3208fb-7626-4cb6-ab03-8cb6fdeeee21,postpartum-depression-beyond-the-baby-blues,Postpartum Depression: Beyond the Baby Blues,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-012.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,546b75c4-5337-4749-bbd7-8c7bb5baec23,postpartum-psychosis-recognizing-and-responding-to-psychiatric-emergency,Postpartum Psychosis: Recognizing and Responding to Psychiatric Emergency,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-015.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3245f922-0982-4dbe-9419-72b86fa06571,postpartum-rage-understanding-anger-and-irritability-after-birth,Postpartum Rage: Understanding Anger and Irritability After Birth,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-019.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,267f0cd3-cc19-4d3c-9fb7-92744ee7e704,pregnancy-after-loss-navigating-fear-hope-and-complicated-emotions,"Pregnancy After Loss: Navigating Fear, Hope, and Complicated Emotions",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-016.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,f9eeb2bb-c2b2-424d-9f19-50c2652f6c9e,pregnancy-loss-mental-health-impact-of-miscarriage-and-stillbirth,Pregnancy Loss: Mental Health Impact of Miscarriage and Stillbirth,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-002.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9cb67db3-ca40-4c68-ae36-1ea78b6c9a06,premenstrual-dysphoric-disorder-pmdd-severe-mood-changes,Premenstrual Dysphoric Disorder (PMDD): Severe Mood Changes and Treatment,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-003.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,399bca1a-9f09-4787-8859-545f09f0f4cb,prevention-early-intervention-eating-disorders,Prevention and Early Intervention for Eating Disorders,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-050.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9b3316cb-7d67-4d07-91c8-ecbd8c4ac857,reproductive-coercion-recognizing-and-recovering-from-control,Reproductive Coercion: Recognizing and Recovering from Control,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-009.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6a6aa087-9501-4d6e-8115-e90e67d7803a,secondary-trauma-vicarious-traumatization-women,Secondary Trauma and Vicarious Traumatization in Women,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-038.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,b186468c-24a0-4e31-a0d7-b9efd503a1f6,self-care-lifestyle-womens-mental-health,Self-Care and Lifestyle Interventions for Women's Mental Health,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-060.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9ce39be4-0cd9-46c5-8b6e-abca72a9b642,sexual-assault-and-mental-health-recovery-healing-from-trauma,Sexual Assault and Mental Health Recovery: Healing from Trauma,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-032.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6e9f11c8-b501-41fb-992a-b6c9e184ffe2,sexuality-and-body-image-during-menopause-desire-and-self-perception,Sexuality and Body Image During Menopause: Desire and Self-Perception,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-025.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c4007446-1fc4-4352-b707-7366394b1547,sleep-menopause-and-mental-health-breaking-the-vicious-cycle,"Sleep, Menopause, and Mental Health: Breaking the Vicious Cycle",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-023.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,b7ce811b-6d7c-4771-a0a7-5bcbf52c05bc,social-and-cultural-aspects-of-menopause-ageism-and-identity,Social and Cultural Aspects of Menopause: Ageism and Identity,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-028.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9a7157f8-cd35-4f3a-8a5c-20c218849dfa,social-cultural-factors-womens-depression,Social and Cultural Factors in Women's Depression,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-057.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,1a6f6619-a655-4f2f-8707-034f5f8ae6b3,surgical-menopause-and-mental-health-after-hysterectomy-and-oophorectomy,Surgical Menopause and Mental Health: After Hysterectomy and Oophorectomy,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-030.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,20ced1df-8395-4148-8c1c-5fb38f18170c,tokophobia-understanding-and-treating-fear-of-childbirth,Tokophobia: Understanding and Treating Fear of Childbirth,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-018.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,ae3da4bb-db18-4ef1-81af-7ccf002890eb,trauma-focused-therapy-what-works,Trauma-Focused Therapy: What Works and Why,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-036.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3e972c08-ae1b-46de-a96b-6d6bf27f9c18,trauma-ptsd-depression-women,"The Connection Between Trauma, PTSD, and Depression in Women",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-058.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,d1af73eb-3637-4aa9-b092-bb4cb577f999,treatment-womens-anxiety-interventions-strategies,Treatment for Women's Anxiety: Effective Interventions and Self-Help Strategies,Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-055.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6f0cb224-90c8-4339-b027-9a140191817d,work-life-balance-women-mental-health,"The Myth of Work-Life Balance: Women, Career, and Mental Health",Women's Mental Health,archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT18-063.jpeg,needs-dead,supabase object-not-found (HTTP400)
